C:\4c\Engineering\bin>PLIST 4cpcdl
Microsoft (R) PLIST Version 6.00.8168.0
Copyright (c) Microsoft Corp 1991-1998. All rights reserved.

Profile: Function timing, sorted by time
Date:    Wed Jun 07 17:09:08 2006


Program Statistics
------------------
    Command line at 2006 Jun 07 17:07: 4dl C:\4c\Projects\d-236\MassTest\MassTest.4cp win1
    Total time: 87729,071 millisecond
    Time outside of functions: 11020,905 millisecond
    Call depth: 17
    Total functions: 1322
    Total hits: 345877
    Function coverage: 39,0%
    Overhead Calculated 963
    Overhead Average 963

Module Statistics for 4cpcdl.dll
--------------------------------
    Time in module: 76708,166 millisecond
    Percent of time in module: 100,0%
    Functions in module: 1322
    Hits in module: 345877
    Module function coverage: 39,0%

        Func          Func+Child           Hit
        Time   %         Time      %      Count  Function
---------------------------------------------------------
       0,001   0,0        0,001   0,0        1 CDynLinkLibrary::CDynLinkLibrary(struct AFX_EXTENSION_MODULE &,int) (mfc42.dll)
       0,001   0,0        0,001   0,0        8 CPlex::FreeDataChain(void) (mfc42.dll)
       0,001   0,0        0,001   0,0        6 ATL::CComPtr<struct IConnectionPointContainer>::~CComPtr<struct IConnectionPointContainer>(void) (dlstat.obj)
       0,001   0,0        4,142   0,0        1 CStationList::~CStationList(void) (dlstlist.obj)
       0,001   0,0        0,003   0,0       10 ATL::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID_IDLEvents,class ATL::CComDynamicUnkArray>::_LocCPQueryInterface(struct _GUID const &,void * *) (cedl.obj)
       0,001   0,0        0,001   0,0       11 CImpTransferNotify::_GetEntries(void) (dlstat.obj)
       0,001   0,0        0,001   0,0        4 CStation::IsOptionSet(enum __MIDL___MIDL_itf_cedl_0000_0003) (dlstat.obj)
       0,001   0,0        0,001   0,0        6 ConstructElements(class CSubscription * *,int) (dlstinfo.obj)
       0,001   0,0        0,011   0,0       13 [thunk]:ATL::CComObject<class CImpCEDL>::QueryInterface`adjustor{8}' (struct _GUID const &,void * *) (cedl.obj)
       0,001   0,0        0,012   0,0        2 CStationList::GetDBPath(class CString &,class CString &,unsigned short *) (dlstlist.obj)
       0,001   0,0        0,001   0,0        6 ATL::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID_IDLEvents,class ATL::CComDynamicUnkArray>::GetConnectionInterface(struct _GUID *) (cedl.obj)
       0,001   0,0        0,001   0,0       16 CObject::CObject(void) (dlstlist.obj)
       0,001   0,0        0,305   0,0        6 CSubscription::Resume(void) (subscription.obj)
       0,001   0,0        0,009   0,0        4 CFileException::CFileException(int,long,char const *) (dlext.obj)
       0,001   0,0        0,001   0,0       13 CStation::ResetSignal(enum CEDL_SIGNAL) (dlstat.obj)
       0,001   0,0        0,009   0,0        1 _DllCanUnloadNow@0 (cedl.obj)
       0,001   0,0        0,002   0,0        7 [thunk]:ATL::CComObject<class CImpCEDL>::Release`adjustor{12}' (void) (cedl.obj)
       0,001   0,0        0,005   0,0        6 ATL::CComObject<class CImpTransferNotify>::Release(void) (dlstat.obj)
       0,001   0,0        0,006   0,0        1 CStation::CStation(class CHeaderInfo &,class CProxyIDLEvents<class CImpCEDL> *,class CProxy_ICEMessageEvent<class CImpCEDL> *,bool) (dlstat.obj)
       0,001   0,0        4,384   0,0        1 CStationList::GetDBVersion(class CString &) (dlstlist.obj)
       0,001   0,0        0,017   0,0        6 CSubscription::`scalar deleting destructor'(unsigned int) (subscription.obj)
       0,001   0,0        0,017   0,0        6 CSubscription::`vector deleting destructor'(unsigned int) (subscription.obj)
       0,001   0,0        0,001   0,0        2 CStdioFile::CStdioFile(void) (mfc42.dll)
       0,001   0,0        0,005   0,0        4 CHeaderInfo::~CHeaderInfo(void) (dlstat.obj)
       0,001   0,0        0,001   0,0        6 CStationInfo::GetVarAddress(enum CEDL_VAR) (dlstinfo.obj)
       0,001   0,0        0,001   0,0        6 CCallbackHolderSubscriptionModifiedCB::CCallbackHolderSubscriptionModifiedCB(void) (subscription.obj)
       0,001   0,0        0,001   0,0        7 CArray<class CStation *,class CStation *>::ElementAt(int) (dlstlist.obj)
       0,001   0,0        0,001   0,0        6 CList<class CCallbackBaseSubscriptionModifiedCB *,class CCallbackBaseSubscriptionModifiedCB *>::RemoveAll(void) (subscription.obj)
       0,001   0,0        0,001   0,0       12 ATL::CComPtr<struct IFCVariableCollection>::operator->(void) (subscription.obj)
       0,001   0,0        2,190   0,0        1 CStation::AdviseSession(void) (dlstat.obj)
       0,001   0,0       11,029   0,0        1 ATL::CComObject<class CImpCEDL>::~CComObject<class CImpCEDL>(void) (cedl.obj)
       0,001   0,0        0,014   0,0        6 CSubscription::Create(class CString const &,enum BL_IEC_TYP,class CSubscriber *) (subscription.obj)
       0,001   0,0        0,199   0,0        1 CStationList::CopyDatabase(class CString &,unsigned short *,bool) (dlstlist.obj)
       0,001   0,0        4,155   0,0        1 CImpCEDL::Exit(void) (downld.obj)
       0,001   0,0        4,153   0,0        2 CImpCEDL::Cleanup(void) (downld.obj)
       0,001   0,0        0,001   0,0        9 IUnknown::IUnknown(void) (cedl.obj)
       0,001   0,0        0,001   0,0        8 ATL::CComObjectRootEx<class ATL::CComSingleThreadModel>::InternalRelease(void) (cedl.obj)
       0,001   0,0        0,001   0,0        4 CImpCEDL::GetConnMap(int *) (cedl.obj)
       0,001   0,0        0,001   0,0        1 AfxInitExtensionModule(struct AFX_EXTENSION_MODULE &,struct HINSTANCE__ *) (mfc42.dll)
       0,001   0,0        0,001   0,0        6 ATL::CComVariant::CComVariant(void) (dlstinfo.obj)
       0,001   0,0        0,001   0,0        6 CList<class CSubscription *,class CSubscription *>::GetHeadPosition(void) (subscription.obj)
       0,001   0,0        1,554   0,0        1 CStation::GetDomain(char const *,class CDomRS &) (dldb.obj)
       0,001   0,0        0,001   0,0       12 CSubscriber::Enter(void) (subscription.obj)
       0,001   0,0        0,004   0,0        1 ATL::CComCreator<class ATL::CComObjectNoLock<class ATL::CComClassFactory> >::CreateInstance(void *,struct _GUID const &,void * *) (cedl.obj)
       0,001   0,0        0,002   0,0       15 CSubscription::GetObjectA(void) (subscription.obj)
       0,001   0,0        0,001   0,0        4 CException::~CException(void) (dlext.obj)
       0,001   0,0        0,001   0,0        8 ATL::CComObjectRootEx<class ATL::CComSingleThreadModel>::InternalAddRef(void) (cedl.obj)
       0,001   0,0        0,002   0,0        7 [thunk]:ATL::CComObject<class CImpCEDL>::AddRef`adjustor{8}' (void) (cedl.obj)
       0,001   0,0        0,054   0,0        1 CStationInfo::UnSubscribe(void) (dlstinfo.obj)
       0,001   0,0        0,001   0,0        6 CSubscription::IsKnown(void) (subscription.obj)
       0,001   0,0        0,001   0,0        1 CStation::ResetCookies(void) (dlstat.obj)
       0,001   0,0        0,002   0,0        6 ATL::CComObject<class CImpTransferNotify>::AddRef(void) (dlstat.obj)
       0,001   0,0     3977,720   5,2        1 CImpTransferNotify::OnCleanup(void) (dlcsc.obj)
       0,001   0,0        0,001   0,0        2 CFile::CFile(void) (mfc42.dll)
       0,001   0,0        0,001   0,0        5 ATL::CComObjectRootBase::CComObjectRootBase(void) (cedl.obj)
       0,001   0,0        0,003   0,0        6 CList<class CSubscription *,class CSubscription *>::NewNode(struct CList<class CSubscription *,class CSubscription *>::CNode *,struct CList<class CSubscription *,class CSubscription *>::CNode *) (dlstinfo.obj)

       0,001   0,0        0,003   0,0        1 CSysAttrRS::~CSysAttrRS(void) (dlrs.obj)
       0,001   0,0        0,002   0,0        2 CCsvParse::CCsvParse(char const *) (csvpars.obj)
       0,001   0,0        0,001   0,0        4 ATL::CComPtr<struct IFCVariableCollection>::~CComPtr<struct IFCVariableCollection>(void) (dlstinfo.obj)
       0,001   0,0        0,005   0,0        1 ATL::CComObject<class CVariableNotify>::CreateInstance(class ATL::CComObject<class CVariableNotify> * *) (subscription.obj)
       0,001   0,0        0,001   0,0        2 CImpCEDL::_GetRawUnknown(void) (cedl.obj)
       0,001   0,0        0,033   0,0        1 CStation::FormatMsgDispatch(class CString &,long,bool,char const *) (dlstfire.obj)
       0,001   0,0        0,001   0,0        4 ATL::CComModule::Unlock(void) (cedl.obj)
       0,001   0,0        0,001   0,0        6 CList<class CSubscription *,class CSubscription *>::Find(class CSubscription *,struct __POSITION *) (subscription.obj)
       0,001   0,0        0,003   0,0        6 [thunk]:`vcall'{24,{flat}}'  (subscription.obj)
       0,001   0,0        0,003   0,0        3 ATL::CComObjectRootEx<class ATL::CComMultiThreadModel>::~CComObjectRootEx<class ATL::CComMultiThreadModel>(void) (cedl.obj)
       0,001   0,0        0,007   0,0        1 ATL::CComCreator<class ATL::CComObject<class CImpCEDL> >::CreateInstance(void *,struct _GUID const &,void * *) (cedl.obj)
       0,001   0,0        0,007   0,0        1 CSysAttrRS::CSysAttrRS(class CDaoDatabase *) (dlrs.obj)
       0,001   0,0        0,079   0,0        1 CStation::~CStation(void) (dlstat.obj)
       0,001   0,0        0,009   0,0        2 CImpCEDL::DestroyEvntSink(void) (downld.obj)
       0,001   0,0        0,012   0,0        1 CImpCEDL::CreateEvntSink(void) (downld.obj)
       0,001   0,0        0,001   0,0       12 CSubscriber::Leave(void) (subscription.obj)
       0,001   0,0        0,002   0,0        1 CArray<class CStation *,class CStation *>::~CArray<class CStation *,class CStation *>(void) (dlstlist.obj)
       0,001   0,0        0,001   0,0        1 CPlex::Create(struct CPlex * &,unsigned int,unsigned int) (mfc42.dll)
       0,001   0,0        0,005   0,0        1 ATL::CComObject<class CImpDLEvents>::CreateInstance(class ATL::CComObject<class CImpDLEvents> * *) (downld.obj)
       0,001   0,0        0,004   0,0        1 CImpCEDL::CImpCEDL(void) (downld.obj)
       0,001   0,0        0,001   0,0        6 CList<class CSubscription *,class CSubscription *>::FreeNode(struct CList<class CSubscription *,class CSubscription *>::CNode *) (subscription.obj)
       0,001   0,0       11,032   0,0        7 [thunk]:ATL::CComObject<class CImpCEDL>::Release`adjustor{8}' (void) (cedl.obj)
       0,001   0,0        0,001   0,0        5 [thunk]:ATL::CComObject<class CImpCEDL>::AddRef`adjustor{24}' (void) (cedl.obj)
       0,001   0,0        0,002   0,0        1 ATL::CComObject<class CImpTransferNotify>::~CComObject<class CImpTransferNotify>(void) (dlstat.obj)
       0,001   0,0        0,001   0,0        1 _$E244 (cedl.obj)
       0,001   0,0        0,001   0,0        2 ATL::CComDynamicUnkArray::~CComDynamicUnkArray(void) (cedl.obj)
       0,000   0,0        0,001   0,0        6 CList<class CCallbackBaseSubscriptionModifiedCB *,class CCallbackBaseSubscriptionModifiedCB *>::CList<class CCallbackBaseSubscriptionModifiedCB *,class CCallbackBaseSubscriptionModifiedCB *>(int) (subscription
.obj)
       0,000   0,0        0,006   0,0        1 ATL::CComModule::Init(struct ATL::_ATL_OBJMAP_ENTRY *,struct HINSTANCE__ *,struct _GUID const *) (cedl.obj)
       0,000   0,0        0,004   0,0        1 ATL::CComObject<class CImpTransferNotify>::CreateInstance(class ATL::CComObject<class CImpTransferNotify> * *) (dlstat.obj)
       0,000   0,0        0,003   0,0        6 CList<class CSubscription *,class CSubscription *>::AddTail(class CSubscription *) (dlstinfo.obj)
       0,000   0,0        0,001   0,0        2 CImpCEDL::GetUnknown(void) (downld.obj)
       0,000   0,0        0,006   0,0        1 ATL::AtlModuleGetClassObject(struct ATL::_ATL_MODULE *,struct _GUID const &,struct _GUID const &,void * *) (cedl.obj)
       0,000   0,0        0,004   0,0        1 CImpCEDL::~CImpCEDL(void) (cedl.obj)
       0,000   0,0        0,001   0,0        2 ATL::CComObjectRootEx<class ATL::CComSingleThreadModel>::CComObjectRootEx<class ATL::CComSingleThreadModel>(void) (cedl.obj)
       0,000   0,0        0,001   0,0        1 CHeaderInfo::CHeaderInfo(class CHeaderInfo const &) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 CSubscriptionManager::CSubscriptionManager(void) (subscription.obj)
       0,000   0,0        0,000   0,0       17 CImpCEDL::_GetEntries(void) (cedl.obj)
       0,000   0,0        0,001   0,0        7 [thunk]:ATL::CComObject<class CImpCEDL>::AddRef`adjustor{12}' (void) (cedl.obj)
       0,000   0,0        0,001   0,0        5 [thunk]:ATL::CComObject<class CImpCEDL>::Release`adjustor{24}' (void) (cedl.obj)
       0,000   0,0        0,000   0,0        4 ATL::CComObjectRootBase::FinalRelease(void) (cedl.obj)
       0,000   0,0        0,004   0,0        6 CCallbackHolderSubscriptionModifiedCB::~CCallbackHolderSubscriptionModifiedCB(void) (subscription.obj)
       0,000   0,0        0,000   0,0        3 ATL::CComDynamicUnkArray::GetUnknown(unsigned long) (cedl.obj)
       0,000   0,0        0,004   0,0        2 ATL::CComObjectNoLock<class ATL::CComClassFactory>::Release(void) (cedl.obj)
       0,000   0,0        0,000   0,0        4 ATL::CComObjectRootBase::SetVoid(void *) (cedl.obj)
       0,000   0,0        0,002   0,0        6 CList<class CSubscription *,class CSubscription *>::RemoveAt(struct __POSITION *) (subscription.obj)
       0,000   0,0        0,345   0,0        2 CStation::UnAdviseSession(void) (dlstat.obj)
       0,000   0,0        0,000   0,0       12 CTime::CTime(void) (dldb.obj)
       0,000   0,0        0,004   0,0        6 CCallbackSubscriptionReleaseCB<class CSubscriptionManager>::Execute(class CSubscription *) (subscription.obj)
       0,000   0,0        1,411   0,0        1 CStation::ConnectVars(void) (dlstat.obj)
       0,000   0,0        0,010   0,0        2 CCsvParse::~CCsvParse(void) (csvpars.obj)
       0,000   0,0        0,000   0,0        6 ATL::CComPtr<struct IConnectionPointContainer>::CComPtr<struct IConnectionPointContainer>(void) (dlstat.obj)
       0,000   0,0       11,030   0,0        1 ATL::CComObject<class CImpCEDL>::`scalar deleting destructor'(unsigned int) (cedl.obj)
       0,000   0,0        0,001   0,0        4 ATL::CComModule::Lock(void) (cedl.obj)
       0,000   0,0        0,008   0,0        6 CSubscription::operator new(unsigned int) (subscription.obj)
       0,000   0,0        0,001   0,0        4 [thunk]:ATL::CComObject<class CImpCEDL>::AddRef`adjustor{4}' (void) (cedl.obj)
       0,000   0,0        0,000   0,0        6 DestructElements(class CSubscription * *,int) (dlstinfo.obj)
       0,000   0,0        0,001   0,0        1 ATL::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID_IDLEvents,class ATL::CComDynamicUnkArray>::~IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID_IDLEvents,class ATL::CComDynamicUnkArray
>(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 AFX_MODULE_STATE::AFX_MODULE_STATE(int,long (*)(struct HWND__ *,unsigned int,unsigned int,long),unsigned long) (mfc42.dll)
       0,000   0,0        0,001   0,0        1 CStationList::CStationList(char const *,char const *) (dlstlist.obj)
       0,000   0,0        0,001   0,0        7 CArray<class CStation *,class CStation *>::operator[](int) (dlstlist.obj)
       0,000   0,0        0,080   0,0        1 CStation::`scalar deleting destructor'(unsigned int) (dlstat.obj)
       0,000   0,0        0,080   0,0        1 CStation::`vector deleting destructor'(unsigned int) (dlstat.obj)
       0,000   0,0        0,000   0,0       15 CList<class CSubscription *,class CSubscription *>::GetNext(struct __POSITION * &) (subscription.obj)
       0,000   0,0        0,002   0,0        2 CObject::operator new(unsigned int) (dlstlist.obj)
       0,000   0,0        0,002   0,0        2 ATL::CComObject<class CImpDLEvents>::Release(void) (downld.obj)
       0,000   0,0        0,001   0,0        1 CStationList::FindStationByAddress(char const *) (dlstlist.obj)
       0,000   0,0        0,001   0,0        1 CStationInfo::~CStationInfo(void) (dlstinfo.obj)
       0,000   0,0        0,017   0,0        1 CSubscriptionManager::Stop(void) (subscription.obj)
       0,000   0,0        0,001   0,0        1 ATL::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID__ICEMessageEvent,class ATL::CComDynamicUnkArray>::~IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID__ICEMessageEvent,class ATL::CComD
ynamicUnkArray>(void) (cedl.obj)
       0,000   0,0        4,143   0,0        1 CStationList::`scalar deleting destructor'(unsigned int) (dlstlist.obj)
       0,000   0,0        4,143   0,0        1 CStationList::`vector deleting destructor'(unsigned int) (dlstlist.obj)
       0,000   0,0        0,072   0,0        1 CStationInfo::Disconnect(void) (dlstinfo.obj)
       0,000   0,0        0,001   0,0        1 CStation::GetAddress(void) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 CStationList::IsDBOpen(void) (dlstlist.obj)
       0,000   0,0        0,000   0,0        1 CWinApp::ExitInstance(void) (mfc42.dll)
       0,000   0,0        0,002   0,0        1 CSubscriber::Create(class ATL::CComPtr<struct IFCVariableCollection>) (subscription.obj)
       0,000   0,0        0,009   0,0        1 _$E245 (cedl.obj)
       0,000   0,0        0,000   0,0        1 CGuid::CGuid(void) (dlstat.obj)
       0,000   0,0        0,000   0,0        6 CompareElements(class CSubscription * const *,class CSubscription * const *) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CImpTransferNotify::~CImpTransferNotify(void) (dlcsc.obj)
       0,000   0,0        0,000   0,0        1 CStation::SetState(enum CEDL_STAT) (dlupdatedlg.obj)
       0,000   0,0        0,000   0,0        3 ATL::CComPtr<struct IFCVariableCollection>::CComPtr<struct IFCVariableCollection>(class ATL::CComPtr<struct IFCVariableCollection> const &) (subscription.obj)
       0,000   0,0        0,000   0,0        8 ATL::CComSingleThreadModel::Increment(long *) (cedl.obj)
       0,000   0,0        0,013   0,0        1 CStationList::GetDBBasePath(class CString &) (dlstlist.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComModule::GetLockCount(void) (cedl.obj)
       0,000   0,0        0,000   0,0        6 ATL::CComVariant::Clear(void) (dlstinfo.obj)
       0,000   0,0        0,000   0,0        1 CPlex::data(void) (dlstinfo.obj)
       0,000   0,0        0,003   0,0        1 ATL::CComObject<class CVariableNotify>::CComObject<class CVariableNotify>(void *) (subscription.obj)
       0,000   0,0        0,001   0,0        2 CCsvExp::CCsvExp(char const *) (csvexp.obj)
       0,000   0,0        0,009   0,0        1 CCedlApp::ExitInstance(void) (cedl.obj)
       0,000   0,0        0,003   0,0        1 CCedlApp::~CCedlApp(void) (cedl.obj)
       0,000   0,0        0,001   0,0        1 CStationList::DisconnectStations(void) (dlstlist.obj)
       0,000   0,0        0,000   0,0        7 operator new(unsigned int,void *) (dlstinfo.obj)
       0,000   0,0        0,000   0,0        1 CHeaderInfo::operator=(class CHeaderInfo const &) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 CArray<class CStation *,class CStation *>::SetSize(int,int) (dlstlist.obj)
       0,000   0,0        0,001   0,0        1 CImpTransferNotify::CImpTransferNotify(void) (dlcsc.obj)
       0,000   0,0        0,008   0,0        1 CCedlApp::CCedlApp(void) (cedl.obj)
       0,000   0,0        0,002   0,0        2 ATL::CComObject<class CVariableNotify>::Release(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 AfxLockTempMaps(void) (mfc42.dll)
       0,000   0,0        0,008   0,0        1 ATL::CComModule::Term(void) (cedl.obj)
       0,000   0,0        0,006   0,0        1 ATL::CComModule::GetClassObject(struct _GUID const &,struct _GUID const &,void * *) (cedl.obj)
       0,000   0,0        0,001   0,0        2 CList<class CSubscription *,class CSubscription *>::RemoveAll(void) (dlstinfo.obj)
       0,000   0,0        0,001   0,0       15 ATL::CComObject<class CImpCEDL>::QueryInterface(struct _GUID const &,void * *) (cedl.obj)
       0,000   0,0        0,003   0,0        3 ATL::CComObjectRootEx<class ATL::CComMultiThreadModel>::CComObjectRootEx<class ATL::CComMultiThreadModel>(void) (cedl.obj)
       0,000   0,0        0,003   0,0        1 ATL::CComObjectNoLock<class ATL::CComClassFactory>::`scalar deleting destructor'(unsigned int) (cedl.obj)
       0,000   0,0        0,000   0,0        2 DestructElements(class CStation * *,int) (dlstlist.obj)
       0,000   0,0        0,000   0,0        8 ATL::CComSingleThreadModel::Decrement(long *) (cedl.obj)
       0,000   0,0        0,081   0,0        1 CStationList::RemoveStations(void) (dlstlist.obj)
       0,000   0,0        0,000   0,0        1 ISupportErrorInfo::ISupportErrorInfo(void) (downld.obj)
       0,000   0,0        0,000   0,0        2 ATL::CComObjectRootBase::ObjectMain(bool) (cedl.obj)
       0,000   0,0        0,004   0,0        1 ATL::CComObject<class CImpCEDL>::CComObject<class CImpCEDL>(void *) (cedl.obj)
       0,000   0,0        0,000   0,0        6 ATL::CComPtr<struct IConnectionPoint>::operator->(void) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 CSubscriber::Delete(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComPtr<struct IUnknown>::~CComPtr<struct IUnknown>(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 CStation::SetOptions(enum __MIDL___MIDL_itf_cedl_0000_0003) (downld.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComPtr<struct IFCSessions>::operator=(struct IFCSessions *) (dlstinfo.obj)
       0,000   0,0        0,001   0,0        6 ATL::CComVariant::~CComVariant(void) (dlstinfo.obj)
       0,000   0,0        0,000   0,0        2 ATL::_NextObjectMapEntry(struct ATL::_ATL_MODULE *,struct ATL::_ATL_OBJMAP_ENTRY *) (cedl.obj)
       0,000   0,0        0,000   0,0        1 CImpDLEvents::~CImpDLEvents(void) (dlevnt.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComPtr<struct IFCVariableCollection>::CComPtr<struct IFCVariableCollection>(void) (subscription.obj)
       0,000   0,0        0,000   0,0        2 ATL::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID__ICEMessageEvent,class ATL::CComDynamicUnkArray>::GetConnectionInterface(struct _GUID *) (cedl.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComPtr<struct IUnknown>::CComPtr<struct IUnknown>(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 ATL::CComPtr<struct IFCVariableCollection>::operator&(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CDaoDatabase::IsOpen(void) (dlstlist.obj)
       0,000   0,0        0,000   0,0        1 CRefObj::CRefObj(void) (dlstat.obj)
       0,000   0,0        0,002   0,0        1 ATL::CComObjectNoLock<class ATL::CComClassFactory>::~CComObjectNoLock<class ATL::CComClassFactory>(void) (cedl.obj)
       0,000   0,0        0,002   0,0        1 ATL::CComObject<class CImpDLEvents>::CComObject<class CImpDLEvents>(void *) (downld.obj)
       0,000   0,0        0,000   0,0        1 CSubscriptionManager::~CSubscriptionManager(void) (dlstinfo.obj)
       0,000   0,0        0,000   0,0        1 ConstructElements(class CStation * *,int) (dlstlist.obj)
       0,000   0,0        0,000   0,0        6 ATL::CComPtr<struct IConnectionPoint>::operator&(void) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 ATL::CComClassFactory::~CComClassFactory(void) (cedl.obj)
       0,000   0,0        0,001   0,0        1 CArray<class CStation *,class CStation *>::SetAtGrow(int,class CStation *) (dlstlist.obj)
       0,000   0,0        0,003   0,0        1 CVariableNotify::CVariableNotify(void) (subscription.obj)
       0,000   0,0        0,001   0,0        1 IDL::IDL(void) (downld.obj)
       0,000   0,0        0,001   0,0        1 CSubscriber::`scalar deleting destructor'(unsigned int) (subscription.obj)
       0,000   0,0        0,001   0,0        1 CSubscriber::`vector deleting destructor'(unsigned int) (subscription.obj)
       0,000   0,0        0,002   0,0        1 ATL::CComClassFactory::CComClassFactory(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 AfxGetInstanceHandle(void) (dlstlist.obj)
       0,000   0,0        0,001   0,0        1 CProxy_ICEMessageEvent<class CImpCEDL>::~CProxy_ICEMessageEvent<class CImpCEDL>(void) (cedl.obj)
       0,000   0,0        0,000   0,0        6 CSubscription::SetReleaseCB(class CCallbackBaseSubscriptionReleaseCB *) (subscription.obj)
       0,000   0,0        0,008   0,0        1 _$E242 (cedl.obj)
       0,000   0,0        0,001   0,0        1 IDLEvents::IDLEvents(void) (dlevnt.obj)
       0,000   0,0        0,000   0,0        6 ATL::CComPtr<struct IConnectionPointContainer>::operator->(void) (dlstat.obj)
       0,000   0,0        0,001   0,0        1 _FCVariableNotification::_FCVariableNotification(void) (subscription.obj)
       0,000   0,0        0,002   0,0        2 ATL::CComClassFactory::_InternalQueryInterface(struct _GUID const &,void * *) (cedl.obj)
       0,000   0,0        0,000   0,0        1 CGuid::~CGuid(void) (dlstat.obj)
       0,000   0,0        0,000   0,0        2 CSubscriptionManager::SetNotifyCB(class CCallbackBaseSubscriptionNotifyCB *) (subscription.obj)
       0,000   0,0        0,000   0,0        5 ATL::CComObjectRootBase::InternalFinalConstructAddRef(void) (cedl.obj)
       0,000   0,0        0,000   0,0        2 ATL::CComDynamicUnkArray::CComDynamicUnkArray(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CCallbackSubscriptionNotifyCB<class CStationInfo>::CCallbackSubscriptionNotifyCB<class CStationInfo>(class CStationInfo *,void ( CStationInfo::*)(class CSubscription *)) (dlstinfo.obj)
       0,000   0,0        0,001   0,0        1 ATL::IDispatchImpl<struct IDLEvents,&struct _GUID const IID_IDLEvents,&struct _GUID const LIBID_CEDLLib,2,0,class ATL::CComTypeInfoHolder>::IDispatchImpl<struct IDLEvents,&struct _GUID const IID_IDLEvents,&str
uct _GUID const LIBID_CEDLLib,2,0,class ATL::CComTypeInfoHolder>(void) (dlevnt.obj)
       0,000   0,0        0,003   0,0        1 _$E243 (cedl.obj)
       0,000   0,0        0,000   0,0        6 ATL::CComPtr<struct IConnectionPoint>::CComPtr<struct IConnectionPoint>(void) (dlstat.obj)
       0,000   0,0        0,001   0,0        4 [thunk]:ATL::CComObject<class CImpCEDL>::Release`adjustor{4}' (void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 CList<class CSubscription *,class CSubscription *>::CList<class CSubscription *,class CSubscription *>(int) (subscription.obj)
       0,000   0,0        0,001   0,0        1 ATL::IDispatchImpl<struct _FCVariableNotification,&struct _GUID const IID__FCVariableNotification,&struct _GUID const LIBID_CSC_ONLINELib,2,0,class ATL::CComTypeInfoHolder>::IDispatchImpl<struct _FCVariableNot
ification,&struct _GUID const IID__FCVariableNotification,&struct _GUID const LIBID_CSC_ONLINELib,2,0,class ATL::CComTypeInfoHolder>(void) (subscription.obj)
       0,000   0,0        0,001   0,0        1 ATL::CComObject<class CImpDLEvents>::~CComObject<class CImpDLEvents>(void) (downld.obj)
       0,000   0,0        0,000   0,0        1 CWinApp::InitInstance(void) (mfc42.dll)
       0,000   0,0        0,000   0,0        1 CCallbackSubscriptionReleaseCB<class CSubscriptionManager>::CCallbackSubscriptionReleaseCB<class CSubscriptionManager>(class CSubscriptionManager *,void ( CSubscriptionManager::*)(class CSubscription *)) (subs
cription.obj)
       0,000   0,0        0,001   0,0        1 CSubscriber::CSubscriber(class ATL::CComPtr<struct IFCVariableCollection>) (subscription.obj)
       0,000   0,0        0,010   0,0        1 ATL::CComPtr<struct IFCVariableCollection>::operator=(struct IFCVariableCollection *) (subscription.obj)
       0,000   0,0        0,001   0,0        1 [thunk]:ATL::CComObject<class CImpCEDL>::QueryInterface`adjustor{4}' (struct _GUID const &,void * *) (cedl.obj)
       0,000   0,0        0,000   0,0        1 CSubscriptionManager::IsInitialized(void) (subscription.obj)
       0,000   0,0        0,000   0,0        1 CObject::operator delete(void *) (cedl.obj)
       0,000   0,0        0,000   0,0        1 IClassFactory::IClassFactory(void) (cedl.obj)
       0,000   0,0        0,000   0,0        1 CDaoRecordset::CanAppend(void) (mfc42.dll)
       0,000   0,0        0,000   0,0        1 ATL::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID_IDLEvents,class ATL::CComDynamicUnkArray>::IConnectionPointImpl<class CImpCEDL,&struct _GUID const IID_IDLEvents,class ATL::CComDynamicUnkArray>
(void) (downld.obj)
       0,000   0,0        0,000   0,0        6 ATL::CComPtr<struct IConnectionPointContainer>::operator&(void) (dlstat.obj)
